0	2060	Test Edge-Type
0	2743	Test Edge-Type
0	2409	Test Edge-Type
0	2868	Test Edge-Type
0	1015	Test Edge-Type
1	2060	Test Edge-Type
1	2743	Test Edge-Type
1	2409	Test Edge-Type
1	2868	Test Edge-Type
1	5278	Test Edge-Type
1	1015	Test Edge-Type
1	1546	Test Edge-Type
1	7146	Test Edge-Type
1	4300	Test Edge-Type
2	2060	Test Edge-Type
2	2743	Test Edge-Type
2	2409	Test Edge-Type
2	2868	Test Edge-Type
2	5278	Test Edge-Type
2	6648	Test Edge-Type
2	8079	Test Edge-Type
2	1015	Test Edge-Type
2	1546	Test Edge-Type
2	7146	Test Edge-Type
2	4300	Test Edge-Type
2	7926	Test Edge-Type
2	3525	Test Edge-Type
3	2060	Test Edge-Type
4	2060	Test Edge-Type
4	2743	Test Edge-Type
5	2060	Test Edge-Type
5	2743	Test Edge-Type
5	2409	Test Edge-Type
5	2868	Test Edge-Type
6	5278	Test Edge-Type
7	6648	Test Edge-Type
7	8079	Test Edge-Type
7	5278	Test Edge-Type
7	2060	Test Edge-Type
8	6648	Test Edge-Type
9	8079	Test Edge-Type
9	2743	Test Edge-Type
9	2409	Test Edge-Type
9	2868	Test Edge-Type
9	1015	Test Edge-Type
9	1546	Test Edge-Type
9	7146	Test Edge-Type
10	4300	Test Edge-Type
10	7926	Test Edge-Type
10	4107	Test Edge-Type
10	4044	Test Edge-Type
10	8926	Test Edge-Type
10	8079	Test Edge-Type
10	2743	Test Edge-Type
10	2409	Test Edge-Type
10	2868	Test Edge-Type
10	1015	Test Edge-Type
11	4300	Test Edge-Type
12	7926	Test Edge-Type
12	4107	Test Edge-Type
12	4044	Test Edge-Type
12	8926	Test Edge-Type
12	1546	Test Edge-Type
13	7146	Test Edge-Type
13	6648	Test Edge-Type
13	5278	Test Edge-Type
14	2060	Test Edge-Type
14	3525	Test Edge-Type
14	4972	Test Edge-Type
14	3761	Test Edge-Type
14	8200	Test Edge-Type
14	7146	Test Edge-Type
15	2060	Test Edge-Type
15	3525	Test Edge-Type
15	4972	Test Edge-Type
15	3761	Test Edge-Type
15	8200	Test Edge-Type
15	6648	Test Edge-Type
15	5278	Test Edge-Type
15	7926	Test Edge-Type
15	4107	Test Edge-Type
15	4044	Test Edge-Type
15	8926	Test Edge-Type
15	1546	Test Edge-Type
15	4300	Test Edge-Type
15	8079	Test Edge-Type
15	2743	Test Edge-Type
15	2409	Test Edge-Type
15	2868	Test Edge-Type
15	1015	Test Edge-Type
15	7250	Test Edge-Type
15	9687	Test Edge-Type
15	8839	Test Edge-Type
15	7277	Test Edge-Type
15	9920	Test Edge-Type
15	8088	Test Edge-Type
16	170	Test Edge-Type
16	8993	Test Edge-Type
16	2060	Test Edge-Type
17	170	Test Edge-Type
17	8993	Test Edge-Type
17	3525	Test Edge-Type
17	4972	Test Edge-Type
17	3761	Test Edge-Type
17	8200	Test Edge-Type
17	6648	Test Edge-Type
18	5278	Test Edge-Type
19	7926	Test Edge-Type
19	4107	Test Edge-Type
19	4044	Test Edge-Type
19	8926	Test Edge-Type
20	1546	Test Edge-Type
20	4300	Test Edge-Type
20	8079	Test Edge-Type
20	2743	Test Edge-Type
20	2409	Test Edge-Type
20	2868	Test Edge-Type
20	1015	Test Edge-Type
20	7250	Test Edge-Type
20	9687	Test Edge-Type
21	8839	Test Edge-Type
21	7277	Test Edge-Type
22	9920	Test Edge-Type
22	8088	Test Edge-Type
22	7146	Test Edge-Type
22	7193	Test Edge-Type
22	9103	Test Edge-Type
22	3356	Test Edge-Type
22	5979	Test Edge-Type
22	8897	Test Edge-Type
22	6027	Test Edge-Type
22	1975	Test Edge-Type
22	457	Test Edge-Type
22	8839	Test Edge-Type
22	7277	Test Edge-Type
22	1546	Test Edge-Type
22	4300	Test Edge-Type
23	9920	Test Edge-Type
23	8088	Test Edge-Type
23	7146	Test Edge-Type
23	7193	Test Edge-Type
23	9103	Test Edge-Type
24	3356	Test Edge-Type
24	5979	Test Edge-Type
24	8897	Test Edge-Type
24	6027	Test Edge-Type
24	1975	Test Edge-Type
24	457	Test Edge-Type
24	8079	Test Edge-Type
24	2743	Test Edge-Type
24	2409	Test Edge-Type
24	2868	Test Edge-Type
24	1015	Test Edge-Type
24	7250	Test Edge-Type
24	9687	Test Edge-Type
24	7926	Test Edge-Type
25	4107	Test Edge-Type
25	4044	Test Edge-Type
25	8926	Test Edge-Type
25	5278	Test Edge-Type
25	170	Test Edge-Type
25	8993	Test Edge-Type
25	3525	Test Edge-Type
25	4972	Test Edge-Type
25	3761	Test Edge-Type
25	8200	Test Edge-Type
25	6648	Test Edge-Type
25	2060	Test Edge-Type
26	3800	Test Edge-Type
26	5934	Test Edge-Type
27	1408	Test Edge-Type
27	530	Test Edge-Type
27	4604	Test Edge-Type
28	7342	Test Edge-Type
28	2035	Test Edge-Type
28	9656	Test Edge-Type
28	2532	Test Edge-Type
28	6989	Test Edge-Type
29	7342	Test Edge-Type
29	2035	Test Edge-Type
30	9656	Test Edge-Type
30	2532	Test Edge-Type
30	6989	Test Edge-Type
30	1408	Test Edge-Type
31	530	Test Edge-Type
31	4604	Test Edge-Type
31	3800	Test Edge-Type
31	5934	Test Edge-Type
32	4107	Test Edge-Type
33	4044	Test Edge-Type
34	8926	Test Edge-Type
34	5278	Test Edge-Type
34	170	Test Edge-Type
35	8993	Test Edge-Type
35	3525	Test Edge-Type
36	4972	Test Edge-Type
37	3761	Test Edge-Type
37	8200	Test Edge-Type
37	6648	Test Edge-Type
38	2060	Test Edge-Type
39	3356	Test Edge-Type
39	5979	Test Edge-Type
39	8897	Test Edge-Type
40	6027	Test Edge-Type
40	1975	Test Edge-Type
41	457	Test Edge-Type
41	8079	Test Edge-Type
41	2743	Test Edge-Type
41	2409	Test Edge-Type
41	2868	Test Edge-Type
41	1015	Test Edge-Type
41	7250	Test Edge-Type
41	9687	Test Edge-Type
41	7926	Test Edge-Type
