0	4994	Test Edge-Type
0	1503	Test Edge-Type
0	2285	Test Edge-Type
0	4354	Test Edge-Type
0	5413	Test Edge-Type
0	8362	Test Edge-Type
0	6929	Test Edge-Type
0	1289	Test Edge-Type
0	4521	Test Edge-Type
0	35	Test Edge-Type
0	8188	Test Edge-Type
0	3844	Test Edge-Type
0	4470	Test Edge-Type
0	5338	Test Edge-Type
0	8444	Test Edge-Type
0	4513	Test Edge-Type
0	6822	Test Edge-Type
0	7210	Test Edge-Type
0	486	Test Edge-Type
0	3628	Test Edge-Type
0	3408	Test Edge-Type
0	6304	Test Edge-Type
0	2768	Test Edge-Type
0	9423	Test Edge-Type
0	6856	Test Edge-Type
0	4450	Test Edge-Type
0	1241	Test Edge-Type
0	1121	Test Edge-Type
0	1172	Test Edge-Type
0	7500	Test Edge-Type
1	6121	Test Edge-Type
1	7053	Test Edge-Type
1	4295	Test Edge-Type
1	484	Test Edge-Type
1	8339	Test Edge-Type
1	7662	Test Edge-Type
1	4590	Test Edge-Type
1	8221	Test Edge-Type
1	8406	Test Edge-Type
1	8472	Test Edge-Type
1	2557	Test Edge-Type
1	8963	Test Edge-Type
1	9192	Test Edge-Type
1	6142	Test Edge-Type
1	1591	Test Edge-Type
1	3955	Test Edge-Type
1	4201	Test Edge-Type
1	5615	Test Edge-Type
1	8514	Test Edge-Type
1	9242	Test Edge-Type
2	2536	Test Edge-Type
2	3523	Test Edge-Type
2	2635	Test Edge-Type
2	6049	Test Edge-Type
2	1388	Test Edge-Type
2	5633	Test Edge-Type
2	2238	Test Edge-Type
2	5293	Test Edge-Type
2	1086	Test Edge-Type
2	10063	Test Edge-Type
2	9503	Test Edge-Type
2	2007	Test Edge-Type
2	1952	Test Edge-Type
2	4724	Test Edge-Type
2	9323	Test Edge-Type
2	1846	Test Edge-Type
2	9166	Test Edge-Type
2	5349	Test Edge-Type
2	2184	Test Edge-Type
2	7797	Test Edge-Type
2	7317	Test Edge-Type
2	9514	Test Edge-Type
2	8903	Test Edge-Type
