0	7604	Test Edge-Type
0	4868	Test Edge-Type
0	1329	Test Edge-Type
0	5446	Test Edge-Type
0	7120	Test Edge-Type
0	7643	Test Edge-Type
0	7133	Test Edge-Type
0	6173	Test Edge-Type
0	8571	Test Edge-Type
0	5358	Test Edge-Type
0	2618	Test Edge-Type
0	5002	Test Edge-Type
0	3558	Test Edge-Type
0	6722	Test Edge-Type
0	6679	Test Edge-Type
0	259	Test Edge-Type
0	4226	Test Edge-Type
0	745	Test Edge-Type
0	9219	Test Edge-Type
0	6906	Test Edge-Type
0	7001	Test Edge-Type
0	8354	Test Edge-Type
0	1523	Test Edge-Type
0	7152	Test Edge-Type
0	3305	Test Edge-Type
0	5284	Test Edge-Type
0	2767	Test Edge-Type
0	5716	Test Edge-Type
0	9513	Test Edge-Type
0	8841	Test Edge-Type
0	3447	Test Edge-Type
0	6537	Test Edge-Type
0	285	Test Edge-Type
0	3548	Test Edge-Type
1	7787	Test Edge-Type
1	5351	Test Edge-Type
1	1204	Test Edge-Type
1	2905	Test Edge-Type
1	6226	Test Edge-Type
1	8948	Test Edge-Type
1	2274	Test Edge-Type
1	7671	Test Edge-Type
1	6393	Test Edge-Type
1	1623	Test Edge-Type
1	2235	Test Edge-Type
1	3920	Test Edge-Type
1	5526	Test Edge-Type
1	5993	Test Edge-Type
1	6865	Test Edge-Type
1	2566	Test Edge-Type
1	5051	Test Edge-Type
1	3589	Test Edge-Type
1	9409	Test Edge-Type
1	2687	Test Edge-Type
1	2324	Test Edge-Type
1	4727	Test Edge-Type
1	4944	Test Edge-Type
1	5966	Test Edge-Type
1	8097	Test Edge-Type
1	1134	Test Edge-Type
1	4506	Test Edge-Type
1	3111	Test Edge-Type
1	2117	Test Edge-Type
1	8763	Test Edge-Type
1	8511	Test Edge-Type
1	1077	Test Edge-Type
1	4549	Test Edge-Type
1	2377	Test Edge-Type
1	8675	Test Edge-Type
1	9841	Test Edge-Type
1	4399	Test Edge-Type
2	5787	Test Edge-Type
2	9975	Test Edge-Type
2	7787	Test Edge-Type
2	5351	Test Edge-Type
2	1204	Test Edge-Type
2	2905	Test Edge-Type
2	6226	Test Edge-Type
2	8948	Test Edge-Type
2	2274	Test Edge-Type
2	7671	Test Edge-Type
2	6393	Test Edge-Type
2	1623	Test Edge-Type
