0	817	Test Edge-Type
0	968	Test Edge-Type
0	2998	Test Edge-Type
0	2997	Test Edge-Type
0	5748	Test Edge-Type
0	697	Test Edge-Type
0	2881	Test Edge-Type
0	8887	Test Edge-Type
0	7549	Test Edge-Type
0	6445	Test Edge-Type
0	8763	Test Edge-Type
0	3980	Test Edge-Type
0	6086	Test Edge-Type
0	58	Test Edge-Type
0	4921	Test Edge-Type
1	817	Test Edge-Type
1	968	Test Edge-Type
1	2998	Test Edge-Type
1	2997	Test Edge-Type
1	5748	Test Edge-Type
1	697	Test Edge-Type
1	2881	Test Edge-Type
1	8887	Test Edge-Type
1	7549	Test Edge-Type
1	6445	Test Edge-Type
1	8763	Test Edge-Type
1	3980	Test Edge-Type
1	6086	Test Edge-Type
1	58	Test Edge-Type
1	4921	Test Edge-Type
1	4065	Test Edge-Type
2	817	Test Edge-Type
2	968	Test Edge-Type
2	2998	Test Edge-Type
2	2997	Test Edge-Type
2	5748	Test Edge-Type
2	697	Test Edge-Type
2	5898	Test Edge-Type
2	6836	Test Edge-Type
2	2532	Test Edge-Type
2	9553	Test Edge-Type
2	6866	Test Edge-Type
2	4478	Test Edge-Type
2	2673	Test Edge-Type
2	8626	Test Edge-Type
3	817	Test Edge-Type
3	968	Test Edge-Type
3	2998	Test Edge-Type
3	2997	Test Edge-Type
3	5748	Test Edge-Type
3	2434	Test Edge-Type
3	9381	Test Edge-Type
3	9897	Test Edge-Type
3	1619	Test Edge-Type
3	2645	Test Edge-Type
3	637	Test Edge-Type
4	817	Test Edge-Type
4	968	Test Edge-Type
4	2998	Test Edge-Type
4	7595	Test Edge-Type
4	3096	Test Edge-Type
4	4697	Test Edge-Type
4	6818	Test Edge-Type
4	2997	Test Edge-Type
4	5748	Test Edge-Type
4	2434	Test Edge-Type
4	9381	Test Edge-Type
4	9897	Test Edge-Type
4	1619	Test Edge-Type
4	2645	Test Edge-Type
5	817	Test Edge-Type
5	968	Test Edge-Type
5	2998	Test Edge-Type
5	7595	Test Edge-Type
5	3096	Test Edge-Type
5	4697	Test Edge-Type
5	6818	Test Edge-Type
5	637	Test Edge-Type
5	697	Test Edge-Type
5	5898	Test Edge-Type
5	6836	Test Edge-Type
5	2532	Test Edge-Type
5	9553	Test Edge-Type
5	6866	Test Edge-Type
5	4478	Test Edge-Type
5	2673	Test Edge-Type
5	8626	Test Edge-Type
5	2881	Test Edge-Type
5	8887	Test Edge-Type
6	817	Test Edge-Type
6	7549	Test Edge-Type
6	6445	Test Edge-Type
