NodeID	NodeType
0	ntype_2
1	ntype_2
2	ntype_2
3	ntype_0
4	ntype_0
5	ntype_3
6	ntype_3
7	ntype_3
8	ntype_1
9	ntype_1
10	ntype_3
11	ntype_2
12	ntype_1
13	ntype_3
14	ntype_3
15	ntype_3
16	ntype_1
17	ntype_0
18	ntype_1
19	ntype_2
20	ntype_1
21	ntype_1
22	ntype_2
23	ntype_1
24	ntype_3
25	ntype_1
26	ntype_1
27	ntype_1
28	ntype_1
29	ntype_1
30	ntype_1
31	ntype_0
32	ntype_3
33	ntype_3
34	ntype_0
35	ntype_0
36	ntype_2
37	ntype_0
38	ntype_2
39	ntype_1
40	ntype_1
41	ntype_1
42	ntype_0
43	ntype_0
44	ntype_2
45	ntype_1
46	ntype_0
47	ntype_3
48	ntype_1
49	ntype_3
50	ntype_1
51	ntype_1
52	ntype_3
53	ntype_2
54	ntype_0
55	ntype_0
56	ntype_3
57	ntype_3
58	ntype_2
59	ntype_3
60	ntype_2
61	ntype_0
62	ntype_1
63	ntype_0
64	ntype_3
65	ntype_3
66	ntype_3
67	ntype_0
68	ntype_2
69	ntype_0
70	ntype_1
71	ntype_0
72	ntype_0
73	ntype_3
74	ntype_3
75	ntype_2
76	ntype_2
77	ntype_0
78	ntype_1
79	ntype_1
80	ntype_1
81	ntype_2
82	ntype_1
83	ntype_2
84	ntype_1
85	ntype_2
86	ntype_2
87	ntype_2
88	ntype_3
89	ntype_1
90	ntype_3
91	ntype_2
92	ntype_1
93	ntype_0
94	ntype_1
95	ntype_1
96	ntype_0
97	ntype_2
98	ntype_0
99	ntype_2
100	ntype_1
101	ntype_0
102	ntype_3
103	ntype_2
104	ntype_0
105	ntype_3
106	ntype_1
107	ntype_2
108	ntype_3
109	ntype_3
110	ntype_3
111	ntype_0
112	ntype_2
113	ntype_3
114	ntype_1
115	ntype_0
116	ntype_3
117	ntype_2
118	ntype_1
119	ntype_1
120	ntype_1
121	ntype_3
122	ntype_0
123	ntype_2
124	ntype_2
125	ntype_3
126	ntype_0
127	ntype_0
128	ntype_0
129	ntype_3
130	ntype_0
131	ntype_2
132	ntype_3
133	ntype_3
134	ntype_2
135	ntype_0
136	ntype_3
137	ntype_1
138	ntype_0
139	ntype_1
140	ntype_3
141	ntype_1
142	ntype_2
143	ntype_0
144	ntype_2
145	ntype_2
146	ntype_3
147	ntype_2
148	ntype_2
149	ntype_0
150	ntype_0
151	ntype_0
152	ntype_2
153	ntype_2
154	ntype_3
155	ntype_2
156	ntype_2
157	ntype_3
158	ntype_0
159	ntype_0
160	ntype_2
161	ntype_1
162	ntype_1
163	ntype_3
164	ntype_0
165	ntype_3
166	ntype_0
167	ntype_0
168	ntype_2
169	ntype_3
170	ntype_0
171	ntype_0
172	ntype_3
173	ntype_2
174	ntype_1
175	ntype_3
176	ntype_1
177	ntype_3
178	ntype_2
179	ntype_3
180	ntype_1
181	ntype_3
182	ntype_3
183	ntype_2
184	ntype_0
185	ntype_0
186	ntype_2
187	ntype_0
188	ntype_1
189	ntype_1
190	ntype_1
191	ntype_2
192	ntype_1
193	ntype_0
194	ntype_1
195	ntype_1
196	ntype_0
197	ntype_2
198	ntype_2
199	ntype_1
200	ntype_2
201	ntype_1
202	ntype_2
203	ntype_0
204	ntype_1
205	ntype_3
206	ntype_2
207	ntype_0
208	ntype_0
209	ntype_0
210	ntype_1
211	ntype_1
212	ntype_1
213	ntype_3
214	ntype_0
215	ntype_2
216	ntype_1
217	ntype_3
218	ntype_3
219	ntype_2
220	ntype_3
221	ntype_2
222	ntype_0
223	ntype_1
224	ntype_1
225	ntype_2
226	ntype_1
227	ntype_3
228	ntype_1
229	ntype_1
230	ntype_3
231	ntype_0
232	ntype_0
233	ntype_0
234	ntype_2
235	ntype_3
236	ntype_0
237	ntype_0
238	ntype_2
239	ntype_2
240	ntype_3
241	ntype_3
242	ntype_3
243	ntype_0
244	ntype_0
245	ntype_1
246	ntype_0
247	ntype_2
248	ntype_3
249	ntype_3
250	ntype_2
251	ntype_0
252	ntype_2
253	ntype_3
254	ntype_2
255	ntype_2
256	ntype_1
257	ntype_3
258	ntype_2
259	ntype_3
260	ntype_0
261	ntype_0
262	ntype_0
263	ntype_0
264	ntype_2
265	ntype_3
266	ntype_1
267	ntype_3
268	ntype_3
269	ntype_2
270	ntype_0
271	ntype_3
272	ntype_0
273	ntype_3
274	ntype_1
275	ntype_3
276	ntype_0
277	ntype_0
278	ntype_3
279	ntype_2
280	ntype_0
281	ntype_3
282	ntype_0
283	ntype_2
284	ntype_2
285	ntype_3
286	ntype_3
287	ntype_0
288	ntype_0
289	ntype_3
290	ntype_0
291	ntype_1
292	ntype_0
293	ntype_2
294	ntype_1
295	ntype_0
296	ntype_2
297	ntype_1
298	ntype_0
299	ntype_3
300	ntype_1
301	ntype_3
302	ntype_2
303	ntype_3
304	ntype_1
305	ntype_3
306	ntype_2
307	ntype_2
308	ntype_0
309	ntype_2
310	ntype_3
311	ntype_3
312	ntype_0
313	ntype_1
314	ntype_3
315	ntype_3
316	ntype_3
317	ntype_3
318	ntype_1
319	ntype_0
320	ntype_0
321	ntype_3
322	ntype_2
323	ntype_0
324	ntype_0
325	ntype_1
326	ntype_1
327	ntype_0
328	ntype_2
329	ntype_0
330	ntype_2
331	ntype_1
332	ntype_2
333	ntype_1
334	ntype_0
335	ntype_0
336	ntype_2
337	ntype_1
338	ntype_3
339	ntype_1
340	ntype_1
341	ntype_0
342	ntype_2
343	ntype_0
344	ntype_0
345	ntype_2
346	ntype_2
347	ntype_2
348	ntype_3
349	ntype_2
350	ntype_0
351	ntype_1
352	ntype_1
353	ntype_1
354	ntype_1
355	ntype_0
356	ntype_2
357	ntype_0
358	ntype_1
359	ntype_0
360	ntype_2
361	ntype_0
362	ntype_3
363	ntype_1
364	ntype_1
365	ntype_3
366	ntype_3
367	ntype_0
368	ntype_2
369	ntype_0
370	ntype_2
371	ntype_0
372	ntype_1
373	ntype_2
374	ntype_0
375	ntype_0
376	ntype_0
377	ntype_3
378	ntype_3
379	ntype_3
380	ntype_1
381	ntype_2
382	ntype_0
383	ntype_0
384	ntype_3
385	ntype_3
386	ntype_0
387	ntype_0
388	ntype_2
389	ntype_0
390	ntype_0
391	ntype_1
392	ntype_0
393	ntype_0
394	ntype_0
395	ntype_2
396	ntype_0
397	ntype_2
398	ntype_0
399	ntype_0
400	ntype_3
401	ntype_2
402	ntype_3
403	ntype_0
404	ntype_2
405	ntype_2
406	ntype_2
407	ntype_0
408	ntype_3
409	ntype_2
410	ntype_3
411	ntype_3
412	ntype_2
413	ntype_2
414	ntype_3
415	ntype_2
416	ntype_3
417	ntype_2
418	ntype_1
419	ntype_2
420	ntype_1
421	ntype_0
422	ntype_2
423	ntype_2
424	ntype_0
425	ntype_1
426	ntype_1
427	ntype_0
428	ntype_1
429	ntype_1
430	ntype_0
431	ntype_1
432	ntype_1
433	ntype_2
434	ntype_0
435	ntype_0
436	ntype_3
437	ntype_1
438	ntype_0
439	ntype_2
440	ntype_0
441	ntype_0
442	ntype_3
443	ntype_0
444	ntype_2
445	ntype_3
446	ntype_3
447	ntype_2
448	ntype_3
449	ntype_1
450	ntype_0
451	ntype_1
452	ntype_0
453	ntype_0
454	ntype_3
455	ntype_0
456	ntype_3
457	ntype_3
458	ntype_2
459	ntype_2
460	ntype_1
461	ntype_2
462	ntype_1
463	ntype_1
464	ntype_2
465	ntype_0
466	ntype_3
467	ntype_1
468	ntype_2
469	ntype_3
470	ntype_0
471	ntype_1
472	ntype_2
473	ntype_1
474	ntype_1
475	ntype_3
476	ntype_1
477	ntype_3
478	ntype_1
479	ntype_2
480	ntype_1
481	ntype_1
482	ntype_0
483	ntype_1
484	ntype_0
485	ntype_2
486	ntype_0
487	ntype_2
488	ntype_3
489	ntype_1
490	ntype_1
491	ntype_3
492	ntype_0
493	ntype_3
494	ntype_0
495	ntype_0
496	ntype_3
497	ntype_0
498	ntype_1
499	ntype_0
500	ntype_0
501	ntype_3
502	ntype_1
503	ntype_0
504	ntype_2
505	ntype_0
506	ntype_0
507	ntype_0
508	ntype_2
509	ntype_3
510	ntype_2
511	ntype_3
512	ntype_2
513	ntype_0
514	ntype_3
515	ntype_1
516	ntype_1
517	ntype_3
518	ntype_0
519	ntype_3
520	ntype_3
521	ntype_0
522	ntype_2
523	ntype_2
524	ntype_1
525	ntype_1
526	ntype_0
527	ntype_3
528	ntype_0
529	ntype_3
530	ntype_1
531	ntype_1
532	ntype_3
533	ntype_3
534	ntype_0
535	ntype_0
536	ntype_2
537	ntype_1
538	ntype_2
539	ntype_2
540	ntype_2
541	ntype_2
542	ntype_0
543	ntype_1
544	ntype_2
545	ntype_3
546	ntype_0
547	ntype_3
548	ntype_2
549	ntype_1
550	ntype_2
551	ntype_1
552	ntype_3
553	ntype_0
554	ntype_2
555	ntype_1
556	ntype_3
557	ntype_1
558	ntype_3
559	ntype_2
560	ntype_0
561	ntype_1
562	ntype_1
563	ntype_3
564	ntype_3
565	ntype_1
566	ntype_1
567	ntype_2
568	ntype_0
569	ntype_1
570	ntype_2
571	ntype_2
572	ntype_1
573	ntype_0
574	ntype_2
575	ntype_3
576	ntype_2
577	ntype_1
578	ntype_2
579	ntype_3
580	ntype_0
581	ntype_2
582	ntype_2
583	ntype_1
584	ntype_2
585	ntype_2
586	ntype_1
587	ntype_2
588	ntype_0
589	ntype_3
590	ntype_0
591	ntype_1
592	ntype_1
593	ntype_1
594	ntype_3
595	ntype_2
596	ntype_2
597	ntype_1
598	ntype_1
599	ntype_0
600	ntype_2
601	ntype_1
602	ntype_0
603	ntype_2
604	ntype_2
605	ntype_0
606	ntype_1
607	ntype_1
608	ntype_0
609	ntype_1
610	ntype_2
611	ntype_2
612	ntype_0
613	ntype_0
614	ntype_1
615	ntype_3
616	ntype_2
617	ntype_0
618	ntype_2
619	ntype_0
620	ntype_1
621	ntype_0
622	ntype_0
623	ntype_3
624	ntype_1
625	ntype_3
626	ntype_2
627	ntype_0
628	ntype_0
629	ntype_3
630	ntype_2
631	ntype_2
632	ntype_1
633	ntype_3
634	ntype_3
635	ntype_3
636	ntype_1
637	ntype_1
638	ntype_0
639	ntype_3
640	ntype_0
641	ntype_3
642	ntype_2
643	ntype_3
644	ntype_1
645	ntype_1
646	ntype_1
647	ntype_2
648	ntype_1
649	ntype_0
650	ntype_1
651	ntype_3
652	ntype_2
653	ntype_1
654	ntype_3
655	ntype_2
656	ntype_0
657	ntype_3
658	ntype_0
659	ntype_3
660	ntype_0
661	ntype_3
662	ntype_1
663	ntype_2
664	ntype_1
665	ntype_3
666	ntype_2
667	ntype_3
668	ntype_2
669	ntype_1
670	ntype_3
671	ntype_2
672	ntype_1
